name,rating,priceLevel,numberOfReviews,address,rest_lat,rest_long,nearest_station_id,nearest_station_name,distance_to_station_km,distance_band
Rosa's Canteen,4.5,$$ - $$$,154,"Cnr Little Bourke & Thomson St Level 1, Melbourne, Victoria 3000 Australia",-37.81440980165,144.958760759308,19841,Flagstaff,0.384,250–500 m
Two Birds One Stone,4.5,$$ - $$$,366,"12 Claremont St, Melbourne, Victoria 3141 Australia",-37.837978078908,144.993940612764,19959,South Yarra,0.15,<=250 m
Red Emperor Chinese Restaurant,4,$$ - $$$,534,"3 Southgate Ave M10/ Mid Level, Melbourne, Victoria 3006 Australia",-37.820228854111,144.966524161848,19854,Flinders Street,0.217,<=250 m
Squires Loft South Yarra,4.5,$$ - $$$,383,"166 Toorak Rd, Melbourne, Victoria 3141 Australia",-37.839463687427,144.992541254029,19959,South Yarra,0.114,<=250 m
Grossi  Florentino,4,$$$$,1262,"80 Bourke St, Melbourne, Victoria 3000 Australia",-37.811782536009,144.970856097048,19843,Parliament,0.198,<=250 m
Epocha,4.5,$$$$,254,"49 Rathdowne St Carlton South, Melbourne, Victoria 3053 Australia",-37.80593565563,144.968791047562,19843,Parliament,0.674,500–1000 m
Magic Mountain Saloon,4,$$ - $$$,289,"62 Little Collins St, Melbourne, Victoria 3000 Australia",-37.812819964165,144.97144107007,19843,Parliament,0.235,<=250 m
The Bank on Collins,4,$$ - $$$,393,"394 Collins St, Melbourne, Victoria 3000 Australia",-37.81681897017,144.961183464602,19854,Flinders Street,0.534,500–1000 m
Ponyfish Island,4,$$ - $$$,479,"Underneath Evan Walker Pedestrian Bridge Southbank, Melbourne, Victoria 3006 Australia",-37.8205964,144.9651223,19854,Flinders Street,0.302,250–500 m
IL Dolce Freddo,4.5,$,175,"116 Lygon Street, Carlton, Melbourne, Victoria 3053 Australia",-37.804330982177,144.966580991152,19842,Melbourne Central,0.715,500–1000 m
Osteria Ilaria,4.5,$$ - $$$,248,"367 Little Bourke St, Melbourne, Victoria 3000 Australia",-37.813607485878,144.961906822846,19842,Melbourne Central,0.412,250–500 m
Juicy Bao,4.5,$,365,"178-190 Little Bourke St Shop 2, Melbourne, Victoria 3000 Australia",-37.81190453461,144.966956584233,19842,Melbourne Central,0.441,250–500 m
Fitzrovia,4.5,$$ - $$$,732,"155 Fitzroy St, St Kilda, Port Phillip, Victoria 3182 Australia",-37.858998257601,144.979202628592,19957,Windsor,1.173,>1000 m
Trattoria Emilia,4.5,$$ - $$$,261,"360 Little Collins St Little Collins Street, Melbourne, Victoria 3000 Australia",-37.815381264228,144.962680807785,19854,Flinders Street,0.497,250–500 m
Maha,4.5,$$$$,1702,"21 Bond St, Melbourne, Victoria 3000 Australia",-37.818214808506,144.96245357439,19854,Flinders Street,0.396,250–500 m
Tiamo,4,$$ - $$$,726,"303 Lygon St Carlton, Melbourne, Victoria 3053 Australia",-37.798225981089,144.967093041617,19842,Melbourne Central,1.361,>1000 m
Vivace,4.5,$$ - $$$,408,"317 Bay St, Brighton, Bayside, Victoria 3186 Australia",-37.905414806635,145.003020979931,19952,North Brighton,0.069,<=250 m
Conservatory,4,$$$$,1129,"Crown Entertainment Complex 8 Whiteman St 8 Whiteman St, Southbank, Melbourne, Victoria 3006 Australia",-37.824313397437,144.956855720355,22180,Southern Cross,0.855,500–1000 m
Dukes Coffee Roasters,4.5,$,182,"247 Flinders Lane, Melbourne, Victoria 3000 Australia",-37.816866327923,144.966103138852,19854,Flinders Street,0.177,<=250 m
Trunk,4,$$ - $$$,769,"275 Exhibition St, Melbourne, Victoria 3000 Australia",-37.809354005293,144.969036972601,19843,Parliament,0.389,250–500 m
Becco,4.5,$$$$,378,"11-25 Crossley St, Melbourne, Victoria 3000 Australia",-37.811422281811,144.970990291317,19843,Parliament,0.174,<=250 m
Sally's Kitchen and Winebar,4.5,$$ - $$$,232,"115 Little Lonsdale St, Melbourne, Victoria 3000 Australia",-37.809470765204,144.96854277559,19843,Parliament,0.422,250–500 m
Higher Ground,4,$$ - $$$,713,"650 Little Bourke St, Melbourne, Victoria 3000 Australia",-37.815583729099,144.953074224737,22180,Southern Cross,0.3,250–500 m
The Recreation bistro x bottleshop,4.5,$$ - $$$,109,"162-170 Queens Parade, Fitzroy North, Melbourne, Victoria 3068 Australia",-37.790610980145,144.985215470654,19974,Clifton Hill,0.922,500–1000 m
Pellegrini's Espresso Bar,4,$,1067,"66 Bourke St, Melbourne, Victoria 3000 Australia",-37.811696998687,144.971176034292,19843,Parliament,0.168,<=250 m
DoDee Paidang Thai Bar and Cafe,4.5,$,185,"353 Little Collins St, Melbourne, Victoria 3000 Australia",-37.815566127103,144.962963026465,19854,Flinders Street,0.465,250–500 m
Ca de Vin,4,$$ - $$$,523,"350 Bourke St Melbourne GPO, Melbourne, Victoria 3000 Australia",-37.813927967946,144.963503240125,19842,Melbourne Central,0.451,250–500 m
Terra Rossa Restaurant & Bar,4,$$ - $$$,458,"87 Flinders Lane, Melbourne, Victoria 3000 Australia",-37.815318986687,144.97133897849,19843,Parliament,0.494,250–500 m
Noir,4.5,$$$$,234,"175 Swan St, Richmond, Yarra, Victoria 3121 Australia",-37.825456898578,144.997516500297,19907,East Richmond,0.112,<=250 m
Bistro Thierry,4.5,$$$$,540,"511 Malvern Rd, Toorak, Stonnington, Victoria 3142 Australia",-37.847974630002,145.00351450639,19947,Hawksburn,0.395,250–500 m
Bouzy Rouge,4.5,$$ - $$$,358,"470 Bridge Rd, Richmond, Yarra, Victoria 3121 Australia",-37.8196029774,145.007164992861,19906,Burnley,0.885,500–1000 m
Sake Restaurant & Bar,4,$$ - $$$,725,"100 St Kilda Rd Hamer Hall, Arts Centre, Melbourne, Victoria 3004 Australia",-37.821407307788,144.96877478667,19854,Flinders Street,0.38,250–500 m
Ginger Olive Restaurant and Grill,5,$$ - $$$,80,"U 2 38 Manchester Lane Corner Manchester Lane and Flinders Lane, Melbourne, Victoria 3000 Australia",-37.81671080171,144.966178911257,19854,Flinders Street,0.19,<=250 m
Mercadante Woodfired Pizzeria,4.5,$$ - $$$,365,"Shop 123, Lygon St Carlton, Melbourne, Victoria 3053 Australia",-37.804090463465,144.96607908279,19842,Melbourne Central,0.719,500–1000 m
Palermo,4.5,$$ - $$$,143,"401 Little Bourke St, Melbourne, Victoria 3000 Australia",-37.81390081058,144.960993530676,19842,Melbourne Central,0.462,250–500 m
France Soir,4,$$$$,654,"11 Toorak Rd South Yarra, Melbourne, Victoria 3141 Australia",-37.838204390294,144.986910878209,19959,South Yarra,0.478,250–500 m
Blondie Bar,4,$$ - $$$,258,"Corner Sturt Street & Southbank Boulevard, Southbank Melbourne Recital Centre, Melbourne, Victoria 3006 Australia",-37.823465106927,144.967284819562,19854,Flinders Street,0.574,500–1000 m
Ciao Cielo,4.5,$$ - $$$,268,"115 Bay St, Melbourne, Victoria 3207 Australia",-37.840345002636,144.940398943117,22180,Southern Cross,2.673,>1000 m
Madame Brussels,4,$$ - $$$,461,"59-63 Bourke St Level 3, Above Spaghetti Tree Restaurant!, Melbourne, Victoria 3000 Australia",-37.81201966005,144.971517932122,19843,Parliament,0.163,<=250 m
Pure South Dining,4,$$$$,927,"3 Southgate Ave Southbank, Melbourne, Victoria 3006 Australia",-37.820228854111,144.966524161848,19854,Flinders Street,0.217,<=250 m
Nobu Melbourne,4,$$$$,1462,"Crown Entertainment Complex 8 Whiteman St, Melbourne, Victoria 3006 Australia",-37.823665224865,144.958902664929,22180,Southern Cross,0.916,500–1000 m
Stalactites,4,$$ - $$$,1473,"177-183 Lonsdale St, Melbourne, Victoria 3000 Australia",-37.8111764825,144.967067392993,19842,Melbourne Central,0.416,250–500 m
St Ali Coffee Roasters,4,$$ - $$$,632,"12-18 Yarra Pl, Melbourne, Victoria 3205 Australia",-37.831300007101,144.960311327577,19854,Flinders Street,1.559,>1000 m
Hofbrauhaus,4,$$ - $$$,475,"18-26 Market Lane In the heart of Chinatown, Melbourne, Victoria 3000 Australia",-37.811621016735,144.96932707027,19843,Parliament,0.321,250–500 m
The Lui Bar,4.5,$$$$,463,"Rialto L 55 525 Collins St, Melbourne, Victoria 3000 Australia",-37.8185477377,144.956990668996,22180,Southern Cross,0.495,250–500 m
Centonove,4.5,$$$$,252,"109 Cotham Rd, Kew, Boroondara, Victoria 3101 Australia",-37.807615011841,145.038711961842,19904,Glenferrie,1.553,>1000 m
Axil Coffee Roasters,4.5,$$ - $$$,200,"322 Burwood Rd Hawthorn Not Camberwell, Melbourne, Victoria 3122 Australia",-37.82264497961,145.034258991962,19904,Glenferrie,0.232,<=250 m
Claypots Seafood Bar,4.5,$$ - $$$,525,"213 Barkly St, St Kilda, Port Phillip, Victoria 3182 Australia",-37.869920883267,144.980493357862,19956,Balaclava,1.144,>1000 m
La Cucina Di Sandra,5,$$ - $$$,73,"62 Lyndhurst St Warehouse 62, Richmond, Yarra, Victoria 3121 Australia",-37.820846307008,144.999832252506,19907,East Richmond,0.664,500–1000 m
Vaporetto Bar & Eatery,4.5,$$ - $$$,261,"Rear 681 Glenferrie Rd Enter via Grace St, Hawthorn, Boroondara, Victoria 3122 Australia",-37.820468450813,145.035589116176,19904,Glenferrie,0.134,<=250 m
Box Seafood Restaurant,4,$$$$,416,"189 Collins St, Melbourne, Victoria 3000 Australia",-37.815394884821,144.967670638565,19854,Flinders Street,0.329,250–500 m
Ombra Salumi Bar,4.5,$$ - $$$,230,"76 Bourke St, Melbourne, Victoria 3000 Australia",-37.811757013114,144.970959026819,19843,Parliament,0.188,<=250 m
Brunetti Oro Flinders Lane,4,$$ - $$$,332,"250 Flinders Ln, Melbourne, Victoria 3000 Australia",-37.816703090359,144.96578647055,19854,Flinders Street,0.206,<=250 m
The Kettle Black,4,$$ - $$$,450,"50 Albert Rd, Melbourne, Victoria 3205 Australia",-37.834063897763,144.971314335694,19854,Flinders Street,1.793,>1000 m
The Vegie Bar,4,$$ - $$$,936,"380 Brunswick St, Fitzroy, Yarra, Victoria 3065 Australia",-37.795847657973,144.979100788468,19975,Victoria Park,1.398,>1000 m
Fiorelli,4.5,$$ - $$$,213,"209 Camberwell Road, Camberwell, Victoria 3124 Australia",-37.830402011904,145.05585697715,19853,Camberwell,0.494,250–500 m
Galleon Cafe,4.5,$$ - $$$,260,"9 Carlisle St, St Kilda, Port Phillip, Victoria 3182 Australia",-37.867056200219,144.978980172881,19956,Balaclava,1.304,>1000 m
Estelle,4.5,$$$$,395,"243 High St, Northcote, Victoria 3070 Australia",-37.77325629153,144.998006673994,20016,Northcote,0.447,250–500 m
Top Paddock,4,$$ - $$$,692,"658 Church Street, Richmond, Yarra, Victoria Australia",-37.833248827726,144.996660868126,19959,South Yarra,0.692,500–1000 m
Jinda Thai,4.5,$$ - $$$,328,"3-7 Ferguson St, Abbotsford, Yarra, Victoria 3067 Australia",-37.809062059098,144.99240798267,19977,North Richmond,0.149,<=250 m
Byblos Bar & Restaurant,4,$$ - $$$,314,"12 World Trade Centre, Melbourne, Victoria 3005 Australia",-37.821759808726,144.953747375381,22180,Southern Cross,0.472,250–500 m
Eureka 89,4.5,$$$$,264,"7 Riverside Quay Level 89, Eureka Tower, Melbourne, Victoria 3006 Australia",-37.821334510958,144.964697074594,19854,Flinders Street,0.391,250–500 m
Hanoi Mee Kitchen & Bar,4.5,$$ - $$$,112,"140 Rouse St Port Melbourne, Melbourne, Victoria 3207 Australia",-37.842164420449,144.939974315902,22180,Southern Cross,2.875,>1000 m
The Olive Tree,4.5,$$ - $$$,180,"19 Park St, Melbourne, Victoria 3205 Australia",-37.83305999722,144.969897961696,19854,Flinders Street,1.661,>1000 m
Chuckle Park Bar,4.5,$$ - $$$,157,"322 Little Collins St, Melbourne, Victoria 3000 Australia",-37.814972855996,144.964077903407,19854,Flinders Street,0.449,250–500 m
Gin Palace,4.5,$$ - $$$,274,"10 Russell Pl, Melbourne, Victoria 3000 Australia",-37.813936559397,144.967606768463,19854,Flinders Street,0.489,250–500 m
Mahn Doo,4.5,$$ - $$$,119,"365 La Trobe St, Melbourne, Victoria 3000 Australia",-37.811446128325,144.958287349417,19841,Flagstaff,0.239,<=250 m
Banff,4.5,$,384,"145 Fitzroy St, St Kilda, Port Phillip, Victoria 3182 Australia",-37.859416263113,144.978574991682,19957,Windsor,1.239,>1000 m
Young and Jacksons,4,$$ - $$$,366,"Cnr Swanston & Flinders Sts, Melbourne, Victoria 3000 Australia",-37.817412408915,144.967339721027,19854,Flinders Street,0.105,<=250 m
Attica,4.5,$$$$,626,"74 Glen Eira Rd, Ripponlea, Port Phillip, Victoria 3185 Australia",-37.876984983625,144.997320028486,19955,Ripponlea,0.219,<=250 m
St LuJa,4.5,$$ - $$$,124,"9 Fitzroy St, St Kilda, Port Phillip, Victoria 3182 Australia",-37.862603314157,144.97315684565,19957,Windsor,1.81,>1000 m
Sister of Soul,4,$$ - $$$,402,"73 Acland St, St Kilda, Port Phillip, Victoria 3182 Australia",-37.867766776061,144.978743216479,19956,Balaclava,1.31,>1000 m
Bistro Guillaume,4,$$$$,1115,"Crown Entertainment Complex 8 Whiteman St Riverside at Crown, Southbank, Melbourne, Victoria 3006 Australia",-37.823665224865,144.958902664929,22180,Southern Cross,0.916,500–1000 m
Mezzo,4,$$ - $$$,324,"35 Little Bourke St, Melbourne, Victoria 3000 Australia",-37.81075231629,144.971736196881,19843,Parliament,0.109,<=250 m
Self Preservation,4,$$ - $$$,207,"70 Bourke St, Melbourne, Victoria 3000 Australia",-37.811714013951,144.971085006823,19843,Parliament,0.176,<=250 m
Vertue Coffee Roasters,4.5,$$ - $$$,114,"8 Raffa Place, Melbourne, Victoria 3053 Australia",-37.797693353052,144.968418052871,19842,Melbourne Central,1.455,>1000 m
Shakahari Vegetarian Restaurant,4.5,$$ - $$$,221,"201-203 Faraday St, Melbourne, Victoria 3053 Australia",-37.798943010997,144.96785713591,19842,Melbourne Central,1.307,>1000 m
Bacash Restaurant,4.5,$$$$,208,"175 Domain Rd, Melbourne, Victoria 3141 Australia",-37.83424163602,144.981966980259,19959,South Yarra,1.024,>1000 m
Koko Japanese Restaurant,4,$$$$,323,"Crown Entertainment Complex 8 Whiteman St 8 Whiteman St, Southbank, Melbourne, Victoria 3006 Australia",-37.824313397437,144.956855720355,22180,Southern Cross,0.855,500–1000 m
La Belle Miette,4.5,$$ - $$$,121,"8 Collins St, Melbourne, Victoria 3000 Australia",-37.813284782606,144.973314006335,19843,Parliament,0.251,250–500 m
Cafe Excello,4,$$ - $$$,220,"99 Spring St, Melbourne, Victoria 3000 Australia",-37.812528148206,144.973334709636,19843,Parliament,0.168,<=250 m
Lee Ho Fook,4.5,$$ - $$$,200,"11-15 Duckboard Pl, Melbourne, Victoria 3000 Australia",-37.815602336924,144.971308133086,19854,Flinders Street,0.486,250–500 m
Scugnizzo,4.5,$$ - $$$,180,"558 Little Bourke St Entrance via Merritts place, Melbourne, Victoria 3000 Australia",-37.815032870423,144.956101768164,19841,Flagstaff,0.342,250–500 m
The Breslin Bar & Grill,4,$$ - $$$,650,"2 Southbank Bvd, Melbourne, Victoria 3006 Australia",-37.821534209802,144.962471427844,19854,Flinders Street,0.534,500–1000 m
Tazio,4,$$ - $$$,291,"91 Flinders Lane, Melbourne, Victoria 3000 Australia",-37.815374977801,144.971189361518,19854,Flinders Street,0.494,250–500 m
Rice Paper,4,$,287,"245 Swanston St, Melbourne, Victoria 3000 Australia",-37.812254940072,144.964811403754,19842,Melbourne Central,0.323,250–500 m
Papa Gino's Pizza Restaurant,4,$$ - $$$,465,"Lygon Street Carlton, Melbourne, Victoria 3053 Australia",-37.7944769,144.9681889,19842,Melbourne Central,1.788,>1000 m
Encore Bar and Restaurant,4.5,$$ - $$$,135,"131 Lonsdale St, Melbourne, Victoria 3000 Australia",-37.810713005164,144.968409084235,19843,Parliament,0.397,250–500 m
The Jazz Corner Cafe,4,$$ - $$$,305,"350 William St located within The Jazz Corner Hotel - lobby cafe and mezzanine restaurant, Melbourne, Victoria 3000 Australia",-37.811273922125,144.956472918837,19841,Flagstaff,0.107,<=250 m
Hutong Dumpling Bar,4,$$ - $$$,766,"14-16 Market Lane, Melbourne, Victoria 3000 Australia",-37.811883579852,144.969399322276,19843,Parliament,0.322,250–500 m
Giro d'Italia,5,$$ - $$$,84,"401 Saint Kida Road, Melbourne, Victoria 3000 Australia",-37.81893866496,144.968181794374,19854,Flinders Street,0.128,<=250 m
Il Duca,4.5,$$ - $$$,242,"132 Wellington Pde, Melbourne, Victoria 3002 Australia",-37.816234709609,144.985670691815,19979,Jolimont,0.142,<=250 m
Merchant,4,$$ - $$$,331,"495 Collins St, Melbourne, Victoria 3000 Australia",-37.818201355551,144.957968250363,22180,Southern Cross,0.577,500–1000 m
Richmond Oyster,4.5,$$ - $$$,326,"437 Church St, Richmond, Yarra, Victoria 3121 Australia",-37.826374297881,144.998017989564,19907,East Richmond,0.084,<=250 m
Marion Wine Bar,4.5,$$ - $$$,145,"53 Gertrude St, Fitzroy, Yarra, Victoria 3065 Australia",-37.805444140828,144.975837294467,19843,Parliament,0.675,500–1000 m
Mitre Tavern Steakhouse & Grill,4,$$ - $$$,424,"5 Bank Pl Level 1, Melbourne, Victoria 3000 Australia",-37.816809540529,144.960335467458,19854,Flinders Street,0.606,500–1000 m
Naked for Satan,4.5,$$ - $$$,1244,"285 Brunswick St, Fitzroy, Yarra, Victoria 3065 Australia",-37.798850432876,144.978183389166,19975,Victoria Park,1.43,>1000 m
Chez Dre Cafe,4,$$ - $$$,386,"Rear of 285/287 Coventry St Access Via Alleyway, Melbourne, Victoria 3205 Australia",-37.832651714716,144.958228843733,22180,Southern Cross,1.742,>1000 m
Pier Port Melbourne,4.5,$$ - $$$,189,"1 Bay St, Melbourne, Victoria 3207 Australia",-37.842843983249,144.938095009391,22180,Southern Cross,3.006,>1000 m
Little Ramen Bar,4,$,173,"369 Little Collins St, Melbourne, Victoria 3000 Australia",-37.816363288004,144.962794298754,19854,Flinders Street,0.425,250–500 m
Red Pepper Indian Restaurant,4,$$ - $$$,408,"14 Bourke St, Melbourne, Victoria 3000 Australia",-37.811313987622,144.972481012797,19843,Parliament,0.048,<=250 m
Pacinos Italian Family Restaurant,4.5,$$ - $$$,240,"300 Epsom Rd 300-320 Epsom Road, Ascot Vale, Moonee Valley, Victoria 3031 Australia",-37.782382423888,144.916141128594,20028,Showgrounds,0.16,<=250 m
Angus & Bon,4.5,$$ - $$$,168,"168 Greville Street, Prahran, Stonnington, Victoria 3181 Australia",-37.849526874651,144.992317708671,19958,Prahran,0.216,<=250 m
Miyako Japanese Cuisine & Teppanyaki,4,$$ - $$$,323,"3 Southgate Ave Upper Level, Shop UR2, Southgate Arts & Leisure Precinct, Melbourne, Victoria 3006 Australia",-37.820228854111,144.966524161848,19854,Flinders Street,0.217,<=250 m
Nirankar Restaurant,4.5,$$ - $$$,189,"174-176 Queen St, Melbourne, Victoria 3000 Australia",-37.814317474987,144.960667307005,19841,Flagstaff,0.511,500–1000 m
BearBrass,4,$$ - $$$,625,"Shop GR3A 3 Southgate Ave Southbank VIC, Melbourne, Victoria 3006 Australia",-37.820228854111,144.966524161848,19854,Flinders Street,0.217,<=250 m
3 Brothersss Indian Restaurant,5,$$ - $$$,41,"513 Elizabeth St Queen Victoria Market, Melbourne, Victoria 3000 Australia",-37.80694768662,144.959489146694,19842,Melbourne Central,0.43,250–500 m
Cherry & Twigs,4.5,$,135,"Shop 1B 555 Flinders Lane, Melbourne, Victoria 3000 Australia",-37.819943995131,144.955790967194,22180,Southern Cross,0.445,250–500 m
Shujinko,4,$,142,"225 Russell St, Melbourne, Victoria 3000 Australia",-37.81134097735,144.967148697454,19842,Melbourne Central,0.429,250–500 m
Aagaman Indian Nepalese Restaurant,4.5,$$ - $$$,132,"271 Bay St, Melbourne, Victoria 3207 Australia",-37.837453748955,144.943061203204,22180,Southern Cross,2.291,>1000 m
Kisume,4,$$$$,399,"175 Flinders Lane, Melbourne, Victoria 3000 Australia",-37.816124403764,144.968658362035,19854,Flinders Street,0.285,250–500 m
Cafe Andiamo,4,$$ - $$$,553,"36-38 Degraves Lane, Melbourne, Victoria 3000 Australia",-37.816940884952,144.965841372016,19854,Flinders Street,0.181,<=250 m
Simply Spanish QVM,4.5,$$ - $$$,210,"513 Elizabeth St, Melbourne, Victoria 3000 Australia",-37.80694768662,144.959489146694,19842,Melbourne Central,0.43,250–500 m
The Deck Restaurant,4,$$ - $$$,284,"Upper Level Southgate Southgate Centre, Southgate Arts & Leisure Complex/3, Melbourne, Victoria 3006 Australia",-37.820228854111,144.966524161848,19854,Flinders Street,0.217,<=250 m
Bangkok Jam,4.5,$$ - $$$,100,"107 Little Bourke St, Melbourne, Victoria 3000 Australia",-37.811493737535,144.969262361978,19843,Parliament,0.324,250–500 m
Teatro,4,$$ - $$$,510,"Southbank Promenade Tenancy A Hamer Hall, Melbourne, Victoria 3006 Australia",-37.820213850504,144.964965127858,19854,Flinders Street,0.275,250–500 m
Meatmaiden,4,$$ - $$$,344,"195 Little Collins St Basement, Melbourne, Victoria 3000 Australia",-37.814827010881,144.968049081493,19854,Flinders Street,0.398,250–500 m
Betty's Burgers,4.5,$$ - $$$,86,"222 Exhibition St, Melbourne, Victoria 3000 Australia",-37.810725033195,144.970236506765,19843,Parliament,0.238,<=250 m
China Red,4,$$ - $$$,353,"Shop 6 206 Bourke St, Melbourne, Victoria 3000 Australia",-37.812913548114,144.967020454336,19842,Melbourne Central,0.511,500–1000 m
SPQR Pizzeria,4.5,$$ - $$$,194,"26 Liverpool Street, Melbourne 3000, Melbourne, Victoria 3000 Australia",-37.811275430867,144.971419612398,19843,Parliament,0.133,<=250 m
The Atlantic Restaurant,4,$$$$,1570,"Crown Entertainment Complex 8 Whiteman St Crown Entertainment Complex, Melbourne, Victoria 3006 Australia",-37.823665224865,144.958902664929,22180,Southern Cross,0.916,500–1000 m
Rockpool Bar & Grill,4,$$$$,1961,"Crown Complex Southbank, Melbourne, Victoria 3006 Australia",-37.8205964,144.9651223,19854,Flinders Street,0.302,250–500 m
Rubiras,4.5,$$ - $$$,218,"192 Station St Swallows Hotel, Melbourne, Victoria 3207 Australia",-37.832810006958,144.945599997856,22180,Southern Cross,1.731,>1000 m
Metro Burger,4.5,$,146,"12 Degraves St, Melbourne, Victoria 3000 Australia",-37.817591865462,144.966048321205,19854,Flinders Street,0.113,<=250 m
Dunyazad,4.5,$$ - $$$,171,"329 Doncaster Rd, Balwyn North, Boorandara, Melbourne, Victoria VIC 3104 Australia",-37.790702007613,145.09596304274,49343,Union,3.662,>1000 m
Bar Lourinha,4.5,$$ - $$$,284,"37 Little Collins St, Melbourne, Victoria 3000 Australia",-37.81276497888,144.972475983655,19843,Parliament,0.194,<=250 m
Chin Chin,4.5,$$ - $$$,6029,"125 Flinders Lane, Melbourne, Victoria 3000 Australia",-37.815612898122,144.970353601952,19854,Flinders Street,0.422,250–500 m
Izakaya Den,4.5,$$ - $$$,258,"Basement 118 Russell St, Melbourne, Victoria 3000 Australia",-37.813511932182,144.969085671459,19843,Parliament,0.433,250–500 m
Matteo's,4.5,$$$$,378,"533 Brunswick St Melbourne, North Fitzroy, Yarra, Victoria 3068 Australia",-37.791167412787,144.979471603865,19974,Clifton Hill,1.429,>1000 m
Humble Rays,4.5,$$ - $$$,88,"71 Bouverie St Carlton, Melbourne, Victoria 3053 Australia",-37.804807074277,144.96144942239,19842,Melbourne Central,0.579,500–1000 m
Smith and Daughters,4.5,$$ - $$$,388,"175 Brunswick St, Fitzroy, Yarra, Victoria 3065 Australia",-37.802201727313,144.977592213535,19843,Parliament,1.067,>1000 m
Hophaus Bar,4,$$ - $$$,471,"Southgate Ave Shop MR5, Mid-Level, Southbank Promenade, Melbourne, Victoria 3006 Australia",-37.820213850504,144.964965127858,19854,Flinders Street,0.275,250–500 m
Hunky Dory,4.5,$,245,"670 Chapel Street Shop 17, Melbourne, Victoria 3205 Australia",-37.837226306012,144.996288383844,19959,South Yarra,0.372,250–500 m
Waiters Restaurant - Italian Waiters Club,4,$$ - $$$,282,"20 Meyers Pl, Melbourne, Victoria 3000 Australia",-37.812087595375,144.972347153803,19843,Parliament,0.125,<=250 m
Gopal's Vegetarian,4.5,$,170,"139 Swanston St, Melbourne, Victoria 3000 Australia",-37.814425224352,144.965762833583,19854,Flinders Street,0.444,250–500 m
Sushi Hub Swanston,4.5,$,191,"55 Swanston St, Melbourne, Victoria 3000 Australia",-37.816418985751,144.966679143238,19854,Flinders Street,0.211,<=250 m
Spaghetti Tree,4,$$ - $$$,786,"59 Bourke St, Melbourne, Victoria 3000 Australia",-37.81201966005,144.971517932122,19843,Parliament,0.163,<=250 m
Arbory Bar & Eatery,4,$$ - $$$,827,"Flinders Walk, Melbourne, Victoria 3000 Australia",-37.819167602938,144.965429023486,19854,Flinders Street,0.165,<=250 m
La Spaghettata,4,$$ - $$$,536,"238 Lygon St, Melbourne, Victoria 3053 Australia",-37.801604977717,144.967045013312,19842,Melbourne Central,1.006,>1000 m
Triim Food & Drink,4,$$ - $$$,224,"33 Hardware Lane, Melbourne, Victoria 3000 Australia",-37.813841634343,144.96120098278,19842,Melbourne Central,0.451,250–500 m
Gourmet Curry Hut,4.5,$$ - $$$,175,"318 Hub Arcade Little Collins Street, Melbourne, Victoria 3000 Australia",-37.814972855996,144.964077903407,19854,Flinders Street,0.449,250–500 m
Little Billy,4,$$ - $$$,162,"Shop W2 195 William St, Melbourne, Victoria 3000 Australia",-37.814556778322,144.957419068067,19841,Flagstaff,0.326,250–500 m
Thirty Eight Chairs,4.5,$$ - $$$,283,"4A Bond St, Yarra, Victoria 3141 Australia",-37.841118819938,144.994738318489,19959,South Yarra,0.364,250–500 m
The Fitz Cafe & Rooftop,4.5,$$ - $$$,257,"347 Brunswick St, Fitzroy, Yarra, Victoria 3065 Australia",-37.796837015914,144.978510031932,19975,Victoria Park,1.424,>1000 m
Restaurant 1903,4.5,$$ - $$$,155,"44 Spencer St Very Close to Southern Cross Railway Station, Melbourne, Victoria 3000 Australia",-37.819740021517,144.954748761353,22180,Southern Cross,0.355,250–500 m
Universal Restaurant,4,$$ - $$$,363,"141 Lygon Street Carlton, Melbourne, Victoria 3053 Australia",-37.803869348859,144.966109257641,19842,Melbourne Central,0.742,500–1000 m
Pho Bo Ga Mekong,4,$,448,"241 Swanston St, Melbourne, Victoria 3000 Australia",-37.812390475447,144.964830430674,19842,Melbourne Central,0.336,250–500 m
Gradi Crown,4,$$ - $$$,1093,"Crown Entertainment Complex 8 Whiteman St Shop 25, Melbourne, Victoria 3006 Australia",-37.824313397437,144.956855720355,22180,Southern Cross,0.855,500–1000 m
Pinchy's,4.5,$$ - $$$,146,"Level 1, 200 Bourke St Midcity Arcade, Melbourne, Victoria 3000 Australia",-37.812786227005,144.967407195348,19843,Parliament,0.52,500–1000 m
Agathe Patisserie,4.5,$,73,"64/362 Coventry Street South Melbourne Market Stall, Melbourne, Victoria 3205 Australia",-37.832732390534,144.956419526113,22180,Southern Cross,1.703,>1000 m
Claypots Barbarossa,4.5,$$ - $$$,190,"79 Hardware Lane Melbourne CBD, Melbourne, Victoria 3000 Australia",-37.812972389074,144.960651968122,19842,Melbourne Central,0.378,250–500 m
Seedling Cafe,4.5,$$ - $$$,75,"349 Little Collins St, Melbourne, Victoria 3000 Australia",-37.815460221756,144.963275503816,19854,Flinders Street,0.453,250–500 m
Vespa Rossa,4.5,$$ - $$$,122,"30 Block Pl, Melbourne, Victoria 3000 Australia",-37.815307629209,144.964399517032,19854,Flinders Street,0.402,250–500 m
Ides,4.5,$$$$,129,"92 Smith St, Melbourne, Victoria 3066 Australia",-37.805688682853,144.983312443357,19976,Collingwood,0.926,500–1000 m
